[GIN] 2024/10/14 - 23:37:34 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:37:35 | 200 |       563.2µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:37:36 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:37:37 | 200 |       998.1µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:37:38 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:37:43 | 200 |       218.7µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:37:45 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:37:47 | 200 |       362.1µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:37:48 | 200 |       366.7µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:37:49 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:37:51 | 200 |       459.9µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:37:51 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:37:52 | 200 |     79.8763ms |    192.168.0.22 | POST     "/auth/course/record"
[GIN] 2024/10/14 - 23:37:54 | 200 |       437.4µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:37:56 | 200 |       991.4µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:37:56 | 200 |       431.4µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:37:58 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:37:58 | 200 |      1.0236ms |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:00 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:00 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:02 | 200 |       998.3µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:02 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:04 | 200 |      1.0002ms |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:04 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:06 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:06 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:08 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:08 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:10 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:10 | 200 |      1.0004ms |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:12 | 200 |       553.7µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:12 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:14 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:14 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:16 | 200 |         419µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:16 | 200 |       341.7µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:18 | 200 |      1.8534ms |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:18 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:20 | 200 |       602.3µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:20 | 200 |       226.3µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:22 | 200 |      1.0048ms |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:22 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:24 | 200 |         186µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:24 | 200 |      1.0057ms |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:26 | 200 |      1.0006ms |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:26 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:28 | 200 |       381.2µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:28 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:30 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:30 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:32 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:32 | 200 |       636.3µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:34 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:34 | 200 |       867.9µs |    192.168.0.22 | POST     "/auth/work/status"
